City;State;Median Age;Male Population;Female Population;Total Population;Number of Veterans;Foreign-born;Average Household Size;State Code;Race;Count
Poinciana;Florida;34.2;38142;35801;73943;2933;14349;3.93;FL;Black or African-American;24750
Arvada;Colorado;41.0;54870;60165;115035;8930;4921;2.49;CO;Black or African-American;2985
Kenner;Louisiana;36.9;33993;33113;67106;2485;12352;2.5700000000000003;LA;American Indian and Alaska Native;158
Tracy;California;35.5;43156;43937;87093;3025;25410;3.42;CA;White;58041
Trenton;New Jersey;33.3;42581;41650;84231;2604;20428;3.04;NJ;Black or African-American;43471
Tuscaloosa;Alabama;29.1;47293;51045;98338;3647;4706;2.67;AL;Hispanic or Latino;2475
Palo Alto;California;40.2;31451;35397;66848;2025;23348;2.55;CA;Black or African-American;1049
Kansas City;Missouri;35.9;228430;246931;475361;24710;37787;2.35;MO;Black or African-American;147739
Saint Cloud;Minnesota;30.7;34311;33942;68253;5012;5757;2.41;MN;Black or African-American;6401
Victoria;Texas;35.8;32290;35291;67581;5000;4480;2.7;TX;Black or African-American;6058
Rochester Hills;Michigan;41.2;36356;37076;73432;3053;13708;2.66;MI;White;62170
San Francisco;California;38.3;439752;425064;864816;26276;297199;2.37;CA;Hispanic or Latino;132114
Waterloo;Iowa;37.2;34488;33969;68457;4800;5082;2.42;IA;White;51252
Rockville;Maryland;38.1;31205;35793;66998;1990;25047;2.6;MD;Black or African-American;7533
Mission Viejo;California;44.9;48849;48314;97163;4713;17308;2.85;CA;Asian;13073
Flagstaff;Arizona;23.9;33224;37093;70317;3667;4262;2.55;AZ;White;58696
Tallahassee;Florida;26.2;89390;100504;189894;9575;16720;2.38;FL;White;112800
Philadelphia;Pennsylvania;34.1;741270;826172;1567442;61995;205339;2.61;PA;Hispanic or Latino;219038
Victorville;California;30.6;60989;61247;122236;7484;21959;3.47;CA;Hispanic or Latino;60569
Ontario;California;31.0;85059;86141;171200;4816;48557;3.52;CA;Hispanic or Latino;118292
Saint Cloud;Minnesota;30.7;34311;33942;68253;5012;5757;2.41;MN;Asian;2494
Palmdale;California;32.6;76361;81989;158350;6388;41974;3.54;CA;Hispanic or Latino;87452
New Orleans;Louisiana;35.9;185736;203881;389617;17388;21679;2.41;LA;White;140314
Reno;Nevada;35.7;122292;119151;241443;17089;37070;2.46;NV;Hispanic or Latino;59902
Saint Petersburg;Florida;41.8;123524;133564;257088;20247;28567;2.42;FL;Asian;10893
Lowell;Massachusetts;33.4;54422;56298;110720;3764;33414;2.8;MA;Hispanic or Latino;22095
Rochester;New York;31.4;100135;109673;209808;7288;17735;2.36;NY;Asian;8748
Boise;Idaho;34.9;110099;108181;218280;16004;13409;2.61;ID;Black or African-American;4413
Centennial;Colorado;42.4;53222;56504;109726;7226;9501;2.66;CO;White;98174
Cleveland;Ohio;36.0;186436;201623;388059;19849;18830;2.24;OH;White;166958
Rapid City;South Dakota;39.5;36122;37446;73568;7429;2375;2.31;SD;Asian;2170
Palatine;Illinois;38.0;36506;32763;69269;2629;21760;2.69;IL;White;46246
Goodyear;Arizona;38.6;36711;42292;79003;7650;11774;2.969999999999999;AZ;Hispanic or Latino;21603
Rancho Cucamonga;California;34.5;88127;87105;175232;5821;33878;3.18;CA;Hispanic or Latino;65823
Davie;Florida;40.8;48754;52140;100894;4655;26532;2.719999999999999;FL;White;79832
Kalamazoo;Michigan;26.4;37175;38865;76040;3048;3482;2.36;MI;Hispanic or Latino;4114
Missouri City;Texas;37.2;34932;36846;71778;4274;18556;3.03;TX;Asian;17854
Murfreesboro;Tennessee;30.2;60704;65417;126121;5199;8948;2.6;TN;American Indian and Alaska Native;1339
Flint;Michigan;35.3;48984;49313;98297;3757;2138;2.38;MI;American Indian and Alaska Native;1508
Winston-Salem;North Carolina;34.7;112520;128712;241232;14521;24302;2.47;NC;Hispanic or Latino;38321
Concord;California;39.6;62310;66358;128668;6287;37428;2.719999999999999;CA;Black or African-American;6150
Hillsboro;Oregon;35.3;50926;51434;102360;6625;19531;2.68;OR;Hispanic or Latino;22169
Allen;Pennsylvania;33.5;60626;59581;120207;5691;19652;2.67;PA;White;74187
Worcester;Massachusetts;34.9;90951;93855;184806;9408;36907;2.43;MA;Black or African-American;27491
Suffolk;Virginia;38.2;43048;45113;88161;10114;2829;2.719999999999999;VA;White;46458
Dallas;Texas;32.6;639019;661063;1300082;41026;326825;2.59;TX;Hispanic or Latino;549966
Gilbert;Arizona;33.2;116711;130812;247523;10817;24531;3.2;AZ;Hispanic or Latino;39937
Greensboro;North Carolina;35.5;132251;153093;285344;14011;26667;2.36;NC;American Indian and Alaska Native;3688
New Bedford;Massachusetts;38.6;43793;51166;94959;4185;19024;2.39;MA;Asian;1811
Cicero;Illinois;28.5;43153;40714;83867;629;33801;3.89;IL;White;30824
Aurora;Illinois;31.7;101964;101751;203715;4988;50980;3.3;IL;Hispanic or Latino;86653
Westminster;Colorado;37.8;54866;58251;113117;6512;11361;2.63;CO;White;100084
Saint Paul;Minnesota;31.5;149547;151293;300840;10548;56514;2.58;MN;American Indian and Alaska Native;6858
Berkeley;California;32.5;60142;60829;120971;3736;25000;2.35;CA;White;82949
Virginia Beach;Virginia;35.4;222684;230061;452745;54995;38360;2.61;VA;Hispanic or Latino;36309
Manteca;California;35.3;37053;38397;75450;3936;13942;3.25;CA;American Indian and Alaska Native;2861
Nampa;Idaho;31.4;45651;44199;89850;4736;6607;2.98;ID;Hispanic or Latino;22066
Saint Louis;Missouri;35.0;153026;162659;315685;17060;21802;2.16;MO;Hispanic or Latino;12261
Reading;Pennsylvania;29.4;43668;44205;87873;2580;17043;2.95;PA;Asian;903
Arden-Arcade;California;41.5;47596;48680;96276;6511;13458;2.18;CA;American Indian and Alaska Native;2587
Lake Forest;California;40.3;41515;40982;82497;3748;20784;2.76;CA;Black or African-American;3526
Seattle;Washington;35.5;345659;338784;684443;29364;119840;2.13;WA;American Indian and Alaska Native;12804
Durham;North Carolina;33.2;121153;136445;257598;12528;38642;2.4;NC;American Indian and Alaska Native;3154
Henderson;Nevada;42.5;139412;146246;285658;25045;35666;2.55;NV;Asian;24931
Simi Valley;California;39.0;63243;63523;126766;6063;23260;3.13;CA;Black or African-American;2378
Louisville/Jefferson County metro government;Kentucky;37.5;298451;316938;615389;39364;37875;2.45;KY;American Indian and Alaska Native;4585
Pompano Beach;Florida;42.5;56569;51202;107771;5145;32733;2.55;FL;White;67360
Shreveport;Louisiana;35.2;93138;103856;196994;14287;5658;2.5300000000000002;LA;Black or African-American;112923
Athens-Clarke County unified government;Georgia;26.5;57415;65148;122563;3953;12868;2.44;GA;Asian;6635
Westland;Michigan;39.9;37742;44253;81995;4756;6429;2.41;MI;Asian;4843
Thousand Oaks;California;44.8;65113;64216;129329;6323;25330;2.79;CA;Asian;16134
Quincy;Massachusetts;41.0;44129;49500;93629;4147;32935;2.39;MA;Asian;30473
Lafayette;Louisiana;31.7;64018;63643;127661;5206;5396;2.54;LA;American Indian and Alaska Native;1183
Ontario;California;31.0;85059;86141;171200;4816;48557;3.52;CA;American Indian and Alaska Native;4304
Kansas City;Kansas;33.4;74606;76655;151261;8139;25507;2.71;KS;Asian;7301
San Tan Valley;Arizona;31.3;40429;42368;82797;4300;5757;3.44;AZ;Asian;1378
Scottsdale;Arizona;46.9;115712;121132;236844;16798;27207;2.17;AZ;American Indian and Alaska Native;7003
Framingham;Massachusetts;40.3;35442;35768;71210;2625;19070;2.49;MA;Black or African-American;6944
Waco;Texas;29.3;63452;68890;132342;10716;14235;2.5700000000000003;TX;Asian;4230
Fort Worth;Texas;32.6;414126;422843;836969;39182;143404;2.88;TX;American Indian and Alaska Native;7504
Bellingham;Washington;30.7;41286;43857;85143;4703;8713;2.44;WA;American Indian and Alaska Native;2056
Maple Grove;Minnesota;38.6;31780;36601;68381;2943;7645;2.64;MN;White;59683
Spokane;Washington;36.6;102756;110511;213267;18044;13253;2.34;WA;American Indian and Alaska Native;7192
Torrance;California;41.2;73209;75259;148468;8459;43096;2.7;CA;Black or African-American;5906
Scottsdale;Arizona;46.9;115712;121132;236844;16798;27207;2.17;AZ;Asian;11555
San Diego;California;34.5;693826;701081;1394907;92489;373842;2.73;CA;White;949388
Centreville;Virginia;36.0;34749;37033;71782;3779;27797;2.969999999999999;VA;Asian;25058
Ellicott City;Maryland;42.4;34406;36526;70932;3856;17587;2.73;MD;American Indian and Alaska Native;396
Urban Honolulu;Hawaii;41.4;176807;175959;352766;23213;101312;2.69;HI;Asian;240978
Maple Grove;Minnesota;38.6;31780;36601;68381;2943;7645;2.64;MN;Hispanic or Latino;1685
Providence;Rhode Island;29.9;89090;90114;179204;4933;53532;2.719999999999999;RI;Asian;13432
Phoenix;Arizona;33.8;786833;776168;1563001;72388;300702;2.89;AZ;Hispanic or Latino;669914
Independence;Missouri;38.6;54348;62907;117255;10220;4911;2.33;MO;Black or African-American;10394
McKinney;Texas;35.6;77339;85548;162887;8082;25760;2.91;TX;White;129192
Cranston;Rhode Island;39.9;38365;42712;81077;4702;10631;2.56;RI;White;64806
Peoria;Arizona;36.9;80139;91103;171242;13019;14260;2.969999999999999;AZ;White;151232
Fontana;California;29.5;100644;106828;207472;4076;61448;4.15;CA;Asian;14281
Nashua;New Hampshire;38.3;42926;45049;87975;5532;12693;2.46;NH;Black or African-American;4147
Rapid City;South Dakota;39.5;36122;37446;73568;7429;2375;2.31;SD;White;63983
Indianapolis;Indiana;34.1;410615;437808;848423;42186;72456;2.5300000000000002;IN;American Indian and Alaska Native;8656
Fall River;Massachusetts;39.3;43314;45456;88770;4143;14775;2.21;MA;White;77242
Providence;Rhode Island;29.9;89090;90114;179204;4933;53532;2.719999999999999;RI;White;97885
Yuba City;California;34.5;33654;33290;66944;4706;18032;2.9;CA;American Indian and Alaska Native;2163
Tuscaloosa;Alabama;29.1;47293;51045;98338;3647;4706;2.67;AL;Asian;2733
Pearland;Texas;33.9;52336;59329;111665;5621;16882;3.0;TX;White;73349
Palatine;Illinois;38.0;36506;32763;69269;2629;21760;2.69;IL;Black or African-American;1822
San Angelo;Texas;32.8;49669;50744;100413;8412;7859;2.5;TX;Asian;1658
Boise;Idaho;34.9;110099;108181;218280;16004;13409;2.61;ID;American Indian and Alaska Native;4046
Murfreesboro;Tennessee;30.2;60704;65417;126121;5199;8948;2.6;TN;Hispanic or Latino;8840
Napa;California;37.2;39828;40601;80429;4678;18449;2.84;CA;Asian;3593
Bk;California;37.0;50405;54909;105314;4048;32435;2.52;CA;Asian;14636
Jacksonville;Florida;35.7;419203;448828;868031;75432;85650;2.62;FL;White;543582
Olathe;Kansas;33.0;65046;69270;134316;6042;11913;2.969999999999999;KS;Black or African-American;9518
Redlands;California;36.2;33993;37035;71028;3445;8681;2.8200000000000003;CA;Black or African-American;6973
Franklin;Tennessee;38.3;34991;37644;72635;3303;6876;2.73;TN;Black or African-American;7749
Norwalk;Connecticut;42.4;40880;47603;88483;2877;22328;2.7;CT;Asian;2954
Nampa;Idaho;31.4;45651;44199;89850;4736;6607;2.98;ID;Black or African-American;1600
Hialeah;Florida;43.0;111530;125552;237082;1844;170148;3.31;FL;White;219991
San Clemente;California;45.2;34076;31456;65532;3970;8109;2.64;CA;Asian;4296
Wichita;Kansas;34.6;192354;197601;389955;23978;40270;2.56;KS;Asian;25210
Redwood City;California;37.1;42676;42624;85300;2430;27652;2.64;CA;Asian;14873
Gilbert;Arizona;33.2;116711;130812;247523;10817;24531;3.2;AZ;Black or African-American;9076
Cheektowaga;New York;40.7;37476;38599;76075;5408;3532;2.3;NY;Asian;1584
Santa Clara;California;35.2;63278;62938;126216;4426;52281;2.75;CA;Black or African-American;4580
Plano;Texas;38.1;138565;145054;283619;11719;74030;2.65;TX;Asian;59958
Davis;California;26.3;33493;34163;67656;2176;13997;2.69;CA;Black or African-American;2081
Merced;California;29.7;40048;42392;82440;3723;16348;3.15;CA;Asian;9911
Oshkosh;Wisconsin;33.0;32905;33652;66557;3809;2348;2.3;WI;Asian;3182
Salem;Oregon;35.4;80839;83704;164543;9685;19668;2.69;OR;White;148650
Arden-Arcade;California;41.5;47596;48680;96276;6511;13458;2.18;CA;Hispanic or Latino;15273
Pasadena;Texas;31.5;78827;74959;153786;5735;38072;2.95;TX;White;140240
Livonia;Michigan;47.4;45369;49264;94633;5397;7175;2.52;MI;American Indian and Alaska Native;445
Lowell;Massachusetts;33.4;54422;56298;110720;3764;33414;2.8;MA;American Indian and Alaska Native;868
Madison;Wisconsin;30.7;122596;126360;248956;9707;30090;2.23;WI;Asian;23937
Glen Burnie;Maryland;36.5;33398;36461;69859;5298;6971;2.58;MD;Black or African-American;17010
Hesperia;California;29.4;43588;49698;93286;3739;16667;3.52;CA;Black or African-American;4889
Ogden;Utah;31.3;44323;41127;85450;5080;12791;2.68;UT;Black or African-American;2620
Clifton;New Jersey;38.5;41932;44409;86341;2603;27979;3.11;NJ;Hispanic or Latino;33176
Plymouth;Minnesota;38.4;39035;36893;75928;4158;8830;2.46;MN;Asian;5561
Hemet;California;36.8;38622;45251;83873;5613;13330;2.969999999999999;CA;White;67817
Whittier;California;36.1;44397;43039;87436;2790;17145;3.11;CA;Hispanic or Latino;61249
Toms River;New Jersey;43.7;43864;43886;87750;5042;6852;2.71;NJ;Asian;4691
Charlotte;North Carolina;34.3;396646;430475;827121;36046;128897;2.52;NC;Black or African-American;301568
Dale City;Virginia;33.4;35984;35415;71399;6085;22306;3.65;VA;Hispanic or Latino;23868
Casas Adobes;Arizona;44.8;30890;34375;65265;6601;7024;2.24;AZ;American Indian and Alaska Native;2047
Phoenix;Arizona;33.8;786833;776168;1563001;72388;300702;2.89;AZ;Asian;66403
Fort Collins;Colorado;29.6;80893;80288;161181;8425;9704;2.45;CO;Asian;7913
Moreno Valley;California;30.7;98584;105597;204181;8529;54442;3.9;CA;White;90391
Urban Honolulu;Hawaii;41.4;176807;175959;352766;23213;101312;2.69;HI;American Indian and Alaska Native;5592
Yorba Linda;California;45.5;31960;36006;67966;3171;15532;3.0;CA;Black or African-American;1326
Redwood City;California;37.1;42676;42624;85300;2430;27652;2.64;CA;American Indian and Alaska Native;664
Hayward;California;34.3;78152;80148;158300;4385;60970;3.32;CA;Asian;46285
San Mateo;California;39.3;50966;52558;103524;2730;34957;2.64;CA;Asian;30573
Murfreesboro;Tennessee;30.2;60704;65417;126121;5199;8948;2.6;TN;Black or African-American;22651
Woodbury;Minnesota;37.7;31982;35868;67850;2732;9477;2.719999999999999;MN;Black or African-American;6054
Conroe;Texas;31.5;34907;33685;68592;4871;13839;2.65;TX;Black or African-American;6713
Dearborn;Michigan;33.5;46482;48698;95180;3163;23920;3.04;MI;Asian;4134
Ann Arbor;Michigan;28.1;58789;58281;117070;3614;20717;2.17;MI;White;90173
Cincinnati;Ohio;32.7;143654;154883;298537;13699;16896;2.08;OH;Hispanic or Latino;9121
Bayamón;Puerto Rico;39.4;80128;90131;170259;;;;PR;Hispanic or Latino;169155
East Los Angeles;California;32.6;60460;59206;119666;1101;49575;3.75;CA;White;48980
South Bend;Indiana;32.4;50483;53274;103757;3708;8779;2.719999999999999;IN;Black or African-American;30005
Hammond;Indiana;36.0;38923;38687;77610;4144;9224;2.61;IN;White;41705
Carson;California;40.4;43790;49506;93296;4273;33860;3.7;CA;Hispanic or Latino;32938
Davis;California;26.3;33493;34163;67656;2176;13997;2.69;CA;White;47997
Port Saint Lucie;Florida;42.1;84069;95341;179410;12416;34003;2.91;FL;Hispanic or Latino;34240
Bossier City;Louisiana;32.7;33428;34669;68097;8108;2980;2.4;LA;Hispanic or Latino;5589
Salinas;California;30.4;77765;79621;157386;4020;58693;3.719999999999999;CA;Hispanic or Latino;121196
Asheville;North Carolina;37.9;42100;46407;88507;4973;6630;2.18;NC;Asian;1939
Washington;District of Columbia;33.8;319705;352523;672228;25963;95117;2.24;DC;Asian;35072
Yuba City;California;34.5;33654;33290;66944;4706;18032;2.9;CA;White;48746
Temple;Texas;33.6;33512;38785;72297;7333;3968;2.59;TX;White;54698
Hampton;Virginia;35.5;66214;70240;136454;19638;6204;2.48;VA;Asian;4561
Napa;California;37.2;39828;40601;80429;4678;18449;2.84;CA;American Indian and Alaska Native;1751
New York;New York;36.0;4081698;4468707;8550405;156961;3212500;2.68;NY;American Indian and Alaska Native;90923
Overland Park;Kansas;38.2;93355;93156;186511;10461;21407;2.41;KS;Hispanic or Latino;10104
Baldwin Park;California;35.8;38747;38309;77056;780;34322;4.13;CA;American Indian and Alaska Native;316
Union City;California;38.5;38599;35911;74510;1440;32752;3.46;CA;American Indian and Alaska Native;243
Lakeland;Florida;38.1;47840;56570;104410;7390;11592;2.56;FL;Hispanic or Latino;16501
Eau Claire;Wisconsin;32.0;32327;35106;67433;3261;2833;2.4;WI;Asian;4202
Laguna Niguel;California;45.8;30193;35619;65812;2648;12571;2.58;CA;Asian;8499
Kennewick;Washington;32.0;38492;40411;78903;5158;8376;2.7800000000000002;WA;Hispanic or Latino;19395
Sterling Heights;Michigan;39.6;64985;67077;132062;6970;34313;2.66;MI;Hispanic or Latino;2811
Joliet;Illinois;33.1;70863;79162;150025;7353;22409;3.13;IL;Asian;2813
Garland;Texas;34.5;116406;120430;236836;10407;62975;3.12;TX;Black or African-American;40507
College Station;Texas;22.9;54125;53774;107899;2471;16145;2.52;TX;Hispanic or Latino;17784
Canton;Ohio;33.4;34476;37419;71895;3404;2204;2.32;OH;American Indian and Alaska Native;358
Peoria;Illinois;33.1;56229;62432;118661;6634;7517;2.4;IL;Black or African-American;36333
Rockford;Illinois;36.3;71076;78270;149346;8894;18323;2.52;IL;White;107148
Bk;California;37.0;50405;54909;105314;4048;32435;2.52;CA;Black or African-American;4729
Somerville;Massachusetts;31.0;41028;39306;80334;2103;22292;2.43;MA;American Indian and Alaska Native;374
Denton;Texas;28.7;62478;68569;131047;6352;18451;2.66;TX;American Indian and Alaska Native;1857
Miami Beach;Florida;42.5;48090;44221;92311;2265;49908;2.1;FL;White;72180
Modesto;California;35.2;104852;106405;211257;9855;39613;2.969999999999999;CA;Asian;19417
Southfield;Michigan;41.6;31369;41808;73177;4035;4011;2.27;MI;Asian;1345
Portland;Oregon;36.7;313516;318671;632187;29940;86041;2.43;OR;Asian;64386
Lynchburg;Virginia;28.7;38614;41198;79812;4322;4364;2.48;VA;Black or African-American;23271
Killeen;Texas;29.2;69442;71367;140809;24281;15769;2.719999999999999;TX;American Indian and Alaska Native;2362
Newton;Massachusetts;42.3;41985;46824;88809;1814;21692;2.71;MA;Hispanic or Latino;4790
North Las Vegas;Nevada;32.2;116350;118443;234793;17256;49815;3.31;NV;American Indian and Alaska Native;4739
Memphis;Tennessee;34.1;312237;343523;655760;31189;43318;2.55;TN;Asian;15778
Miramar;Florida;36.6;66157;70958;137115;3077;57179;3.41;FL;Black or African-American;65840
Eugene;Oregon;33.4;79071;84377;163448;8896;14503;2.34;OR;Asian;11073
Buffalo;New York;33.1;124537;133529;258066;11231;24630;2.27;NY;Hispanic or Latino;29656
Anaheim;California;33.6;179603;171135;350738;9796;137133;3.45;CA;Black or African-American;9775
Gulfport;Mississippi;35.1;33108;38764;71872;6646;3072;2.54;MS;Black or African-American;27799
West Jordan;Utah;30.8;57898;54044;111942;3577;11492;3.46;UT;Hispanic or Latino;21315
Lauderhill;Florida;35.7;32813;38761;71574;1965;25471;3.02;FL;Hispanic or Latino;6089
The Villages;Florida;70.5;;;72590;15231;4034;;FL;Hispanic or Latino;1066
Syracuse;New York;30.3;69462;74690;144152;5845;17733;2.39;NY;White;88679
Warren;Michigan;43.2;64063;71293;135356;7806;18822;2.45;MI;Hispanic or Latino;3210
